,Static (M),Dynamic Allocation,Static (M),Static (M),Static (M),Static (M),Static (M)
2024-05-01 13:09:40.203909,-0.003417466083558,,,,,,
2024-05-01 15:34:40.112396,,,,-0.0594350559776114,,,
2024-05-02 04:00:00.000000,,-0.0429039055594194,-0.0231871212645163,,,-0.0231871212645163,-0.023187121264516
2024-05-02 13:09:40.203909,-0.0017527412733278,,,,,,
2024-05-02 15:34:40.112396,,,,-0.0373671945296462,,,
2024-05-03 04:00:00.000000,,-0.0357975901129427,-0.0033982494913062,,,-0.0033982494913062,-0.0033982494913058
2024-05-03 13:09:40.203909,-0.0029784651277899,,,,,,
2024-05-03 15:34:40.112396,,,,-0.0274673021893688,,,
2024-05-06 04:00:00.000000,,-0.0254047367706264,0.0,,,0.0,0.0
2024-05-06 13:09:40.203909,0.0,,,,,,
2024-05-06 15:34:40.112396,,,,-0.0356297534833682,,,
2024-05-07 04:00:00.000000,,-0.0256537004903995,-0.0006892292623522,,,-0.0006892292623522,-0.0006892292623524
2024-05-07 13:09:40.203909,0.0,,,,,,
2024-05-07 15:34:40.112396,,,,-0.0304042278110594,,,
2024-05-08 04:00:00.000000,,-0.0208425769716631,-0.0005929928611356,,,-0.0005929928611356,-0.0005929928611358
2024-05-08 13:09:40.203909,0.0,,,,,,
2024-05-08 15:34:40.112396,,,,-0.0279390644984839,,,
2024-05-09 04:00:00.000000,,-0.0144378128598237,0.0,,,0.0,0.0
2024-05-09 13:09:40.203909,0.0,,,,,,
2024-05-09 15:34:40.112396,,,,-0.0263439958679406,,,
2024-05-10 04:00:00.000000,,-0.0152101911975358,-0.0007888031135399,,,-0.0007888031135399,-0.0007888031135399
2024-05-10 13:09:40.203909,-0.0013892938703277,,,,,,
2024-05-10 15:34:40.112396,,,,-0.0244213169426377,,,
2024-05-13 04:00:00.000000,,-0.0161503167192587,-0.0004589192212858,,,-0.0004589192212858,-0.000458919221286
2024-05-13 13:09:40.203909,0.0,,,,,,
2024-05-13 15:34:40.112396,,,,-0.0381999570394731,,,
2024-05-14 04:00:00.000000,,-0.0086237102887746,0.0,,,0.0,0.0
2024-05-14 13:09:40.203909,0.0,,,,,,
2024-05-14 15:34:40.112396,,,,-0.0403455468010742,,,
2024-05-15 04:00:00.000000,,-0.0044415220694302,0.0,,,0.0,0.0
2024-05-15 13:09:40.203909,0.0,,,,,,
2024-05-15 15:34:40.112396,,,,-0.0270749927977661,,,
2024-05-16 04:00:00.000000,,-0.0087492113445475,-0.0034259758600476,,,-0.0034259758600476,-0.0034259758600476
2024-05-16 13:09:40.203909,-0.0007798831459343,,,,,,
2024-05-16 15:34:40.112396,,,,-0.0110846024594404,,,
2024-05-17 04:00:00.000000,,-0.0032153869310913,0.0,,,0.0,0.0
2024-05-17 13:09:40.203909,0.0,,,,,,
2024-05-17 15:34:40.112396,,,,-0.0130638688138615,,,
2024-05-20 04:00:00.000000,,-0.0179892930015324,-0.0004564507776159,,,-0.0004564507776159,-0.0004564507776161
2024-05-20 13:09:40.203909,0.0,,,,,,
2024-05-20 15:34:40.112396,,,,-0.0064061258253277,,,
2024-05-21 04:00:00.000000,,-0.0116047579096719,0.0,,,0.0,0.0
2024-05-21 13:09:40.203909,0.0,,,,,,
2024-05-21 15:34:40.112396,,,,-0.0090869911200976,,,
2024-05-22 04:00:00.000000,,-0.0136802352222052,-0.0107935417978763,,,-0.0107935417978763,-0.0107935417978763
2024-05-22 13:09:40.203909,0.0,,,,,,
2024-05-22 15:34:40.112396,,,,-0.0051809100661872,,,
2024-05-23 04:00:00.000000,,-0.0211740063790324,-0.0285994757784324,,,-0.0285994757784324,-0.0285994757784325
2024-05-23 13:09:40.203909,-0.0023526524370557,,,,,,
2024-05-23 15:34:40.112396,,,,-0.0032801957411706,,,
2024-05-24 04:00:00.000000,,-0.0123691223680104,-0.0216365381341125,,,-0.0216365381341125,-0.0216365381341127
2024-05-24 13:09:40.203909,0.0,,,,,,
2024-05-24 15:34:40.112396,,,,0.0,,,
2024-05-27 04:00:00.000000,,-0.0123691223680104,-0.0216365381341125,,,-0.0216365381341125,-0.0216365381341127
2024-05-27 13:09:40.203909,0.0,,,,,,
2024-05-27 15:34:40.112396,,,,0.0,,,
2024-05-28 04:00:00.000000,,-0.0105666465263007,-0.0165041240007313,,,-0.0165041240007313,-0.0165041240007315
2024-05-28 13:09:40.203909,-0.0032296550198451,,,,,,
2024-05-28 15:34:40.112396,,,,0.0,,,
2024-05-29 04:00:00.000000,,-0.0154522962547589,-0.0203936368701774,,,-0.0203936368701774,-0.0203936368701773
2024-05-29 13:09:40.203909,-0.0088305246268981,,,,,,
2024-05-29 15:34:40.112396,,,,0.0,,,
2024-05-30 04:00:00.000000,,-0.0218889156798778,-0.019834547775915,,,-0.019834547775915,-0.0198345477759152
2024-05-30 13:09:40.203909,-0.0013598858834616,,,,,,
2024-05-30 15:34:40.112396,,,,0.0,,,
2024-05-31 04:00:00.000000,,-0.0222719071095983,-0.0219518952812273,,,-0.0219518952812273,-0.021951895281227
2024-05-31 13:09:40.203909,0.0,,,,,,
2024-05-31 15:34:40.112396,,,,0.0,,,
2024-06-03 04:00:00.000000,,-0.0183152352147477,-0.0137213048697962,,,-0.0137213048697962,-0.0137213048697961
2024-06-03 13:09:40.203909,0.0,,,,,,
2024-06-03 15:34:40.112396,,,,0.0,,,
2024-06-04 04:00:00.000000,,-0.019849783109747,-0.0169845523008925,,,-0.0169845523008925,-0.0169845523008923
2024-06-04 13:09:40.203909,0.0,,,,,,
2024-06-04 15:34:40.112396,,,,-0.0115813297436684,,,
2024-06-05 04:00:00.000000,,-0.0126986692989955,-0.0082961752900357,,,-0.0082961752900357,-0.0082961752900352
2024-06-05 13:09:40.203909,-0.0004142120636204,,,,,,
2024-06-05 15:34:40.112396,,,,-0.0006264059366122,,,
2024-06-06 04:00:00.000000,,-0.0065059439488243,-0.0040951554506654,,,-0.0040951554506654,-0.004095155450665
2024-06-06 13:09:40.203909,-0.0055133313644002,,,,,,
2024-06-06 15:34:40.112396,,,,0.0,,,
2024-06-07 04:00:00.000000,,-0.0032058886739874,-0.0149904097993184,,,-0.0149904097993184,-0.0149904097993182
2024-06-07 13:09:40.203909,-0.0046085435795369,,,,,,
2024-06-07 15:34:40.112396,,,,0.0,,,
2024-06-10 04:00:00.000000,,0.0,-0.0150152669184921,,,-0.0150152669184921,-0.0150152669184918
2024-06-10 13:09:40.203909,-0.0044158886212796,,,,,,
2024-06-10 15:34:40.112396,,,,0.0,,,
2024-06-11 04:00:00.000000,,-0.0058077048907124,0.0,,,0.0,0.0
2024-06-11 13:09:40.203909,-0.0101232734714945,,,,,,
2024-06-11 15:34:40.112396,,,,0.0,,,
2024-06-12 04:00:00.000000,,-0.0065528680673294,0.0,,,0.0,0.0
2024-06-12 13:09:40.203909,-0.0214454250697853,,,,,,
2024-06-12 15:34:40.112396,,,,0.0,,,
2024-06-13 04:00:00.000000,,-0.0069198693146276,-0.0035425052469344,,,-0.0035425052469344,-0.0035425052469343
2024-06-13 13:09:40.203909,-0.0209193935217087,,,,,,
2024-06-13 15:34:40.112396,,,,-0.0090813732238863,,,
2024-06-14 04:00:00.000000,,-0.0052592927607989,-0.0012243886769255,,,-0.0012243886769255,-0.0012243886769257
2024-06-14 13:09:40.203909,-0.0219616001144237,,,,,,
2024-06-14 15:34:40.112396,,,,-0.011676411815331,,,
2024-06-17 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-06-17 13:09:40.203909,-0.0262520552172033,,,,,,
2024-06-17 15:34:40.112396,,,,-0.010471428229033,,,
2024-06-18 04:00:00.000000,,0.0,-0.0027050855095013,,,-0.0027050855095013,-0.0027050855095008
2024-06-18 13:09:40.203909,-0.028721605534384,,,,,,
2024-06-18 15:34:40.112396,,,,-0.0031244666384512,,,
2024-06-19 04:00:00.000000,,0.0,-0.0027050855095013,,,-0.0027050855095013,-0.0027050855095008
2024-06-19 13:09:40.203909,-0.0393858191653719,,,,,,
2024-06-19 15:34:40.112396,,,,-0.0085480662478727,,,
2024-06-20 04:00:00.000000,,0.0,-0.0014969854192772,,,-0.0014969854192772,-0.0014969854192767
2024-06-20 13:09:40.203909,-0.0399603516546516,,,,,,
2024-06-20 15:34:40.112396,,,,0.0,,,
2024-06-21 04:00:00.000000,,0.0,-0.0096091615670781,,,-0.0096091615670781,-0.0096091615670776
2024-06-21 13:09:40.203909,-0.0356100957980922,,,,,,
2024-06-21 15:34:40.112396,,,,0.0,,,
2024-06-24 04:00:00.000000,,-0.0067491231856219,-0.0092706853420433,,,-0.0092706853420433,-0.0092706853420431
2024-06-24 13:09:40.203909,-0.0256270073530313,,,,,,
2024-06-24 15:34:40.112396,,,,0.0,,,
2024-06-25 04:00:00.000000,,-0.0027591095364331,-0.0093666591632964,,,-0.0093666591632964,-0.0093666591632961
2024-06-25 13:09:40.203909,-0.0189459540829483,,,,,,
2024-06-25 15:34:40.112396,,,,0.0,,,
2024-06-26 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-06-26 13:09:40.203909,-0.0084935557783584,,,,,,
2024-06-26 15:34:40.112396,,,,0.0,,,
2024-06-27 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-06-27 13:09:40.203909,0.0,,,,,,
2024-06-27 15:34:40.112396,,,,-0.0182136038374389,,,
2024-06-28 04:00:00.000000,,-0.0051589695993049,-0.008732427541369,,,-0.008732427541369,-0.008732427541369
2024-06-28 13:09:40.203909,-0.0023410322041117,,,,,,
2024-06-28 15:34:40.112396,,,,-0.0229450335124268,,,
2024-07-01 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-07-01 13:09:40.203909,0.0,,,,,,
2024-07-01 15:34:40.112396,,,,-0.0092284447921967,,,
2024-07-02 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-07-02 13:09:40.203909,-0.0011319617524692,,,,,,
2024-07-02 15:34:40.112396,,,,-0.0116881115988537,,,
2024-07-03 04:00:00.000000,,-0.0015205160776093,0.0,,,0.0,0.0
2024-07-03 13:09:40.203909,0.0,,,,,,
2024-07-03 15:34:40.112396,,,,-0.008283179332342,,,
2024-07-04 04:00:00.000000,,-0.0015205160776093,0.0,,,0.0,0.0
2024-07-04 13:09:40.203909,0.0,,,,,,
2024-07-04 15:34:40.112396,,,,-0.0097660602527424,,,
2024-07-05 04:00:00.000000,,-0.0002638801666765,0.0,,,0.0,0.0
2024-07-05 13:09:40.203909,0.0,,,,,,
2024-07-05 15:34:40.112396,,,,-0.0117991477244545,,,
2024-07-08 04:00:00.000000,,-4.737319384506833e-05,-0.0032031743431114,,,-0.0032031743431114,-0.0032031743431116
2024-07-08 13:09:40.203909,0.0,,,,,,
2024-07-08 15:34:40.112396,,,,-0.0161503073081465,,,
2024-07-09 04:00:00.000000,,0.0,-0.0003407624876164,,,-0.0003407624876164,-0.0003407624876167
2024-07-09 13:09:40.203909,0.0,,,,,,
2024-07-09 15:34:40.112396,,,,-0.0218748826805972,,,
2024-07-10 04:00:00.000000,,0.0,0.0,,,0.0,0.0
2024-07-10 13:09:40.203909,0.0,,,,,,
2024-07-10 15:34:40.112396,,,,-0.016167818255888,,,
2024-07-11 04:00:00.000000,,-0.0158405385102596,-0.0055635126357276,,,-0.0055635126357276,-0.0055635126357276
2024-07-11 13:09:40.203909,0.0,,,,,,
2024-07-11 15:34:40.112396,,,,-0.0131271645344769,,,
2024-07-12 04:00:00.000000,,-0.0188220606985526,-0.0025126514966584,,,-0.0025126514966584,-0.0025126514966584
2024-07-12 13:09:40.203909,0.0,,,,,,
2024-07-12 15:34:40.112396,,,,-0.003907715959157,,,
2024-07-15 04:00:00.000000,,-0.0127528560855559,0.0,,,0.0,0.0
2024-07-15 13:09:40.203909,0.0,,,,,,
2024-07-15 15:34:40.112396,,,,-0.0006426232598739,,,
2024-07-16 04:00:00.000000,,-0.0064528135895423,0.0,,,0.0,0.0
2024-07-16 13:09:40.203909,-0.003834223670782,,,,,,
2024-07-16 15:34:40.112396,,,,-0.0052365277439447,,,
2024-07-17 04:00:00.000000,,-0.0195292849415965,-0.014300146110822,,,-0.014300146110822,-0.0143001461108216
2024-07-17 13:09:40.203909,-0.0056589208229643,,,,,,
2024-07-17 15:34:40.112396,,,,-0.0088368383977617,,,
2024-07-18 04:00:00.000000,,-0.0389615122685375,-0.0298385889961483,,,-0.0298385889961483,-0.0298385889961478
2024-07-18 13:09:40.203909,-0.0057391493568534,,,,,,
2024-07-18 15:34:40.112396,,,,-0.0021294743125203,,,
2024-07-19 04:00:00.000000,,-0.0431619840192143,-0.0374776056546649,,,-0.0374776056546649,-0.0374776056546647
2024-07-19 13:09:40.203909,0.0,,,,,,
2024-07-19 15:34:40.112396,,,,-0.0032875115888914,,,
2024-07-22 04:00:00.000000,,-0.0385820693007128,-0.038226028291492,,,-0.038226028291492,-0.0382260282914915
2024-07-22 13:09:40.203909,0.0,,,,,,
2024-07-22 15:34:40.112396,,,,-0.0060109436905414,,,
2024-07-23 04:00:00.000000,,-0.033222692619125,-0.0318990446511359,,,-0.0318990446511359,-0.0318990446511355
2024-07-23 13:09:40.203909,0.0,,,,,,
2024-07-23 15:34:40.112396,,,,-0.003721764987441,,,
2024-07-24 04:00:00.000000,,-0.0568358057621961,-0.0485099972555799,,,-0.0485099972555799,-0.0485099972555795
2024-07-24 13:09:40.203909,-0.0082945827487932,,,,,,
2024-07-24 15:34:40.112396,,,,0.0,,,
2024-07-25 04:00:00.000000,,-0.0617670717716466,-0.0571330478843928,,,-0.0571330478843928,-0.0571330478843925
2024-07-25 13:09:40.203909,-0.0204038950236312,,,,,,
2024-07-25 15:34:40.112396,,,,0.0,,,
2024-07-26 04:00:00.000000,,-0.0485324054580388,-0.0488962666926546,,,-0.0488962666926546,-0.0488962666926541
2024-07-26 13:09:40.203909,-0.0265259351464259,,,,,,
2024-07-26 15:34:40.112396,,,,-0.0009033625642937,,,
2024-07-29 04:00:00.000000,,-0.0489531663692669,-0.0488629321099844,,,-0.0488629321099844,-0.0488629321099841
2024-07-29 13:09:40.203909,-0.0224151576110951,,,,,,
2024-07-29 15:34:40.112396,,,,-0.0022093458048078,,,
2024-07-30 04:00:00.000000,,-0.0488079324249628,-0.0439779224579798,,,-0.0439779224579798,-0.0439779224579794
2024-07-30 13:09:40.203909,-0.0159876403160255,,,,,,
2024-07-30 15:34:40.112396,,,,-0.0071418497952667,,,
2024-07-31 04:00:00.000000,,-0.0347563542622234,-0.0279994542637112,,,-0.0279994542637112,-0.0279994542637109
2024-07-31 13:09:40.203909,-0.0034270511875209,,,,,,
2024-07-31 15:34:40.112396,,,,-0.0200622308577199,,,
2024-08-01 04:00:00.000000,,-0.0548749198564121,-0.0389345977651802,,,-0.0389345977651802,-0.0389345977651799
2024-08-01 13:09:40.203909,0.0,,,,,,
2024-08-01 15:34:40.112396,,,,-0.010751451808729,,,
2024-08-02 04:00:00.000000,,-0.1034869211591829,-0.0547109812074758,,,-0.0547109812074758,-0.0547109812074757
2024-08-02 13:09:40.203909,0.0,,,,,,
2024-08-02 15:34:40.112396,,,,-0.0173413294844384,,,
2024-08-05 04:00:00.000000,,-0.1308752634108085,-0.082655321704176,,,-0.082655321704176,-0.082655321704176
2024-08-05 13:09:40.203909,-0.0104979177333986,,,,,,
2024-08-05 15:34:40.112396,,,,-0.0064340300874886,,,
2024-08-06 04:00:00.000000,,-0.11824289467373,-0.0862867867262331,,,-0.0862867867262331,-0.086286786726233
2024-08-06 13:09:40.203909,-0.0097163931144759,,,,,,
2024-08-06 15:34:40.112396,,,,0.0,,,
2024-08-07 04:00:00.000000,,-0.1199578885495411,-0.0820844974100157,,,-0.0820844974100157,-0.0820844974100156
2024-08-07 13:09:40.203909,-0.0066601156067896,,,,,,
2024-08-07 15:34:40.112396,,,,-0.0047421747023986,,,
2024-08-08 04:00:00.000000,,-0.1001260615607239,-0.0668103178790989,,,-0.0668103178790989,-0.0668103178790989
2024-08-08 13:09:40.203909,0.0,,,,,,
2024-08-08 15:34:40.112396,,,,-0.0089939769586468,,,
2024-08-09 04:00:00.000000,,-0.0939353057068007,-0.0600109887148024,,,-0.0600109887148024,-0.0600109887148022
2024-08-09 13:09:40.203909,-0.000755257828792,,,,,,
2024-08-09 15:34:40.112396,,,,-0.0128439549361867,,,
2024-08-12 04:00:00.000000,,-0.0929240181569183,-0.0510412117183731,,,-0.0510412117183731,-0.0510412117183731
2024-08-12 13:09:40.203909,-0.0039561609395765,,,,,,
2024-08-12 15:34:40.112396,,,,-0.0285054156419507,,,
2024-08-13 04:00:00.000000,,-0.0767260869922864,-0.0427209340803481,,,-0.0427209340803481,-0.0427209340803479
2024-08-13 13:09:40.203909,-0.0024244813580869,,,,,,
2024-08-13 15:34:40.112396,,,,-0.0276777053986901,,,
2024-08-14 04:00:00.000000,,-0.0733697954661953,-0.0448704099367647,,,-0.0448704099367647,-0.0448704099367645
2024-08-14 13:09:40.203909,-0.0006402278563998,,,,,,
2024-08-14 15:34:40.112396,,,,-0.0229673622509899,,,
2024-08-15 04:00:00.000000,,-0.0505161656766084,-0.0322232670463688,,,-0.0322232670463688,-0.0322232670463686
2024-08-15 13:09:40.203909,-2.8165980749950137e-05,,,,,,
2024-08-15 15:34:40.112396,,,,-0.0260861088428951,,,
2024-08-16 04:00:00.000000,,-0.0473525548481691,-0.0206010823529534,,,-0.0206010823529534,-0.0206010823529534
2024-08-16 13:09:40.203909,0.0,,,,,,
2024-08-16 15:34:40.112396,,,,-0.0291862532200861,,,
2024-08-19 04:00:00.000000,,-0.0388567382403798,-0.0200254972078203,,,-0.0200254972078203,-0.0200254972078203
2024-08-19 13:09:40.203909,-0.0001072899748546,,,,,,
2024-08-19 15:34:40.112396,,,,-0.0322711042692548,,,
2024-08-20 04:00:00.000000,,-0.0398170161880176,-0.0172886739091997,,,-0.0172886739091997,-0.0172886739091994
2024-08-20 13:09:40.203909,-0.0040517769521052,,,,,,
2024-08-20 15:34:40.112396,,,,-0.041200533031018,,,
2024-08-21 04:00:00.000000,,-0.0360495687447075,-0.01690975580555,,,-0.01690975580555,-0.0169097558055497
2024-08-21 13:09:40.203909,0.0,,,,,,
2024-08-21 15:34:40.112396,,,,-0.0376565520455373,,,
2024-08-22 04:00:00.000000,,-0.0450539567074236,-0.0275704121941149,,,-0.0275704121941149,-0.0275704121941147
2024-08-22 13:09:40.203909,0.0,,,,,,
2024-08-22 15:34:40.112396,,,,-0.0402653404323359,,,
2024-08-23 04:00:00.000000,,-0.0374304220741487,-0.0180043584043566,,,-0.0180043584043566,-0.0180043584043563
2024-08-23 13:09:40.203909,-0.0075993846413726,,,,,,
2024-08-23 15:34:40.112396,,,,-0.055265164570213,,,
2024-08-26 04:00:00.000000,,-0.0419629469996859,-0.0172231242691566,,,-0.0172231242691566,-0.0172231242691566
2024-08-26 13:09:40.203909,-0.0066002552067844,,,,,,
2024-08-26 15:34:40.112396,,,,-0.0432109658182201,,,
2024-08-27 04:00:00.000000,,-0.0435613838758336,-0.0166032270671402,,,-0.0166032270671402,-0.01660322706714
2024-08-27 13:09:40.203909,-0.0047598667079371,,,,,,
2024-08-27 15:34:40.112396,,,,-0.0398175618995293,,,
2024-08-28 04:00:00.000000,,-0.0495703703172198,-0.0235237953393127,,,-0.0235237953393127,-0.0235237953393127
2024-08-28 13:09:40.203909,0.0,,,,,,
2024-08-28 15:34:40.112396,,,,-0.0468572556192083,,,
2024-08-29 04:00:00.000000,,-0.0463792309465214,-0.0151028401530254,,,-0.0151028401530254,-0.0151028401530254
2024-08-29 13:09:40.203909,-0.0019088239953954,,,,,,
2024-08-29 15:34:40.112396,,,,-0.0521394922393164,,,
2024-08-30 04:00:00.000000,,-0.0276530514785352,-0.0128348758323286,,,-0.0128348758323286,-0.0128348758323285
2024-08-30 13:09:40.203909,-0.0059021339769382,,,,,,
2024-08-30 15:34:40.112396,,,,-0.0499683614079103,,,
2024-09-02 04:00:00.000000,,-0.0276530514785352,-0.0128348758323286,,,-0.0128348758323286,-0.0128348758323285
2024-09-02 13:09:40.203909,-0.0023643279944428,,,,,,
2024-09-02 15:34:40.112396,,,,-0.064478178811654,,,
2024-09-03 04:00:00.000000,,-0.0527992281976398,-0.0270885250149263,,,-0.0270885250149263,-0.0270885250149263
2024-09-03 13:09:40.203909,-0.0029675770895994,,,,,,
2024-09-03 15:34:40.112396,,,,-0.0899388713448717,,,
2024-09-04 04:00:00.000000,,-0.057731881170427,-0.0324776240794921,,,-0.0324776240794921,-0.0324776240794919
2024-09-04 13:09:40.203909,-0.0026539857641236,,,,,,
2024-09-04 15:34:40.112396,,,,-0.0836046230861061,,,
2024-09-05 04:00:00.000000,,-0.0577248172800248,-0.0232748827641033,,,-0.0232748827641033,-0.0232748827641032
2024-09-05 13:09:40.203909,-0.0009792416765326,,,,,,
2024-09-05 15:34:40.112396,,,,-0.0791837122831021,,,
2024-09-06 04:00:00.000000,,-0.0757913857156954,-0.0361144846501989,,,-0.0361144846501989,-0.0361144846501987
2024-09-06 13:09:40.203909,0.0,,,,,,
2024-09-06 15:34:40.112396,,,,-0.0806352792137889,,,
2024-09-09 04:00:00.000000,,-0.0654655396120165,-0.0292338723678989,,,-0.0292338723678989,-0.0292338723678983
2024-09-09 13:09:40.203909,-0.0136176568649498,,,,,,
2024-09-09 15:34:40.112396,,,,-0.0712995425927811,,,
2024-09-10 04:00:00.000000,,-0.0799597990828551,-0.0285353990602629,,,-0.0285353990602629,-0.0285353990602623
2024-09-10 13:09:40.203909,-0.0086172901629109,,,,,,
2024-09-10 15:34:40.112396,,,,-0.0688765171039922,,,
2024-09-11 04:00:00.000000,,-0.0671647813916194,-0.0206310827052847,,,-0.0206310827052847,-0.0206310827052845
2024-09-11 13:09:40.203909,-0.0098277598292957,,,,,,
2024-09-11 15:34:40.112396,,,,-0.0788207414000233,,,
2024-09-12 04:00:00.000000,,-0.0647869894841383,-0.0109583314290127,,,-0.0109583314290127,-0.0109583314290123
2024-09-12 13:09:40.203909,-0.0152110371700947,,,,,,
2024-09-12 15:34:40.112396,,,,-0.0811892584089877,,,
2024-09-13 04:00:00.000000,,-0.0670137065901106,-0.0082022466027872,,,-0.0082022466027872,-0.008202246602787
2024-09-13 13:09:40.203909,-0.0204898340284279,,,,,,
2024-09-13 15:34:40.112396,,,,-0.0917593179485217,,,
2024-09-16 04:00:00.000000,,-0.0720857380206092,-0.0173626349198516,,,-0.0173626349198516,-0.0173626349198512
2024-09-16 13:09:40.203909,-0.0209447531672903,,,,,,
2024-09-16 15:34:40.112396,,,,-0.0991810027479177,,,
2024-09-17 04:00:00.000000,,-0.0692462943160122,-0.0169172440174452,,,-0.0169172440174452,-0.0169172440174447
2024-09-17 13:09:40.203909,-0.0271489852513766,,,,,,
2024-09-17 15:34:40.112396,,,,-0.0935314739953863,,,
2024-09-18 04:00:00.000000,,-0.0676013941225689,-0.0156573785241929,,,-0.0156573785241929,-0.0156573785241924
2024-09-18 13:09:40.203909,-0.028061777285116,,,,,,
2024-09-18 15:34:40.112396,,,,-0.0834695618331454,,,
2024-09-19 04:00:00.000000,,-0.0436586080281418,0.0,,,0.0,0.0
2024-09-19 13:09:40.203909,-0.0251421380697304,,,,,,
2024-09-19 15:34:40.112396,,,,-0.0707277278032594,,,
2024-09-20 04:00:00.000000,,-0.0443534855556464,0.0,,,0.0,0.0
2024-09-20 13:09:40.203909,-0.0228192315742585,,,,,,
2024-09-20 15:34:40.112396,,,,-0.0613844245053591,,,
2024-09-23 04:00:00.000000,,-0.0458890988420015,0.0,,,0.0,0.0
2024-09-23 13:09:40.203909,-0.0219365283188359,,,,,,
2024-09-23 15:34:40.112396,,,,-0.0398124684278103,,,
2024-09-24 04:00:00.000000,,-0.0428133794674736,0.0,,,0.0,0.0
2024-09-24 13:09:40.203909,-0.0201837607677202,,,,,,
2024-09-24 15:34:40.112396,,,,-0.0408748458801802,,,
2024-09-25 04:00:00.000000,,-0.045941007333164,-0.0037039767258872,,,-0.0037039767258872,-0.0037039767258875
2024-09-25 13:09:40.203909,-0.0154315825759078,,,,,,
2024-09-25 15:34:40.112396,,,,-0.0257195928190243,,,
2024-09-26 04:00:00.000000,,-0.042420556881329,-0.0011391982665401,,,-0.0011391982665401,-0.0011391982665402
2024-09-26 13:09:40.203909,-0.0121629498988061,,,,,,
2024-09-26 15:34:40.112396,,,,-0.0039258056065604,,,
2024-09-27 04:00:00.000000,,-0.0428513584311815,-0.0068238682622476,,,-0.0068238682622476,-0.0068238682622477
2024-09-27 13:09:40.203909,-0.0107295218539417,,,,,,
2024-09-27 15:34:40.112396,,,,0.0,,,
2024-09-30 04:00:00.000000,,-0.0340600285884733,-0.0043413273555694,,,-0.0043413273555694,-0.0043413273555693
2024-09-30 13:09:40.203909,-0.0095412127491608,,,,,,
2024-09-30 15:34:40.112396,,,,-0.0124977877451895,,,
2024-10-01 04:00:00.000000,,-0.0445510452717752,-0.01174730993825,,,-0.01174730993825,-0.0117473099382497
2024-10-01 13:09:40.203909,-0.0024011928521343,,,,,,
2024-10-01 15:34:40.112396,,,,-0.008188179512009,,,
2024-10-02 04:00:00.000000,,-0.0432485379330026,-0.0111100012952075,,,-0.0111100012952075,-0.0111100012952074
2024-10-02 13:09:40.203909,-0.0034957060071458,,,,,,
2024-10-02 15:34:40.112396,,,,-0.0021068204688383,,,
2024-10-03 04:00:00.000000,,-0.0452451240677832,-0.0162001714208912,,,-0.0162001714208912,-0.0162001714208911
2024-10-03 13:09:40.203909,-0.0070610948767447,,,,,,
2024-10-03 15:34:40.112396,,,,-0.0040067036289009,,,
2024-10-04 04:00:00.000000,,-0.0405526065172662,-0.009328425271916,,,-0.009328425271916,-0.009328425271916
2024-10-04 13:09:40.203909,-0.0137766518789116,,,,,,
2024-10-04 15:34:40.112396,,,,-0.0111961458477776,,,
2024-10-07 04:00:00.000000,,-0.0521571879206496,-0.0232257524902353,,,-0.0232257524902353,-0.0232257524902353
2024-10-07 13:09:40.203909,-0.0116583561172418,,,,,,
2024-10-07 15:34:40.112396,,,,-0.0266094696283593,,,
2024-10-08 04:00:00.000000,,-0.0441536884606816,-0.0190022050817113,,,-0.0190022050817113,-0.0190022050817111
2024-10-08 13:09:40.203909,-0.004518240165985,,,,,,
2024-10-08 15:34:40.112396,,,,-0.029516884237343,,,
2024-10-09 04:00:00.000000,,-0.0381527179902307,-0.0129200211821356,,,-0.0129200211821356,-0.0129200211821355
2024-10-09 13:09:40.203909,-0.0099702870985998,,,,,,
2024-10-09 15:34:40.112396,,,,-0.0392924272660684,,,
2024-10-10 04:00:00.000000,,-0.0368683870081867,-0.0093561019846881,,,-0.0093561019846881,-0.0093561019846881
2024-10-10 13:09:40.203909,-0.0156144677363915,,,,,,
2024-10-10 15:34:40.112396,,,,-0.035193030694573,,,
2024-10-11 04:00:00.000000,,-0.0349089936994291,-0.0016008373828799,,,-0.0016008373828799,-0.0016008373828799
2024-10-11 13:09:40.203909,-0.0180894780365208,,,,,,
2024-10-11 15:34:40.112396,,,,-0.0241273017246596,,,
2024-10-14 04:00:00.000000,,-0.027525629894806,0.0,,,0.0,0.0
2024-10-14 13:09:40.203909,-0.0158085786679678,,,,,,
2024-10-14 15:34:40.112396,,,,-0.0063191564839951,,,
2024-10-15 04:00:00.000000,,-0.0272628329954649,0.0,,,0.0,0.0
2024-10-15 13:09:40.203909,-0.0144705423040149,,,,,,
2024-10-15 15:34:40.112396,,,,0.0,,,
2024-10-16 04:00:00.000000,,-0.0284543869515838,-0.0010261754775114,,,-0.0010261754775114,-0.001026175477511
2024-10-16 13:09:40.203909,-0.018581069120574,,,,,,
2024-10-16 15:34:40.112396,,,,0.0,,,
2024-10-17 04:00:00.000000,,-0.0257582437978284,0.0,,,0.0,0.0
